"","X","full_name","passer_id","position","team","season","chances","mcmc.mean","sim.mean","mcmc.sd","sim.sd","headshot_url"
"1",1,"Kurt Warner","00-0017200","QB","STL",1999,564,0.0160779520628458,0.0185219556269063,0.0200723360073333,0.0385890042239551,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WAR492511.png"
"2",2,"Steve Beuerlein","00-0001218","QB","CAR",1999,544,0.00926421653473813,0.0123695185189882,0.013909036484865,0.0262863107554502,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BEU207645.png"
"3",3,"Rich Gannon","00-0005741","QB","OAK",1999,499,0.00793665673320014,0.0113840256814963,0.0132390788666269,0.0246472334076983,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GAN296635.png"
"4",4,"Elvis Grbac","00-0006300","QB","KC",1999,465,0.00695276320176581,0.0101941713969243,0.0125194294596902,0.022736474334905,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GRB059326.png"
"5",5,"Jeff George","00-0005885","QB","MIN",1999,384,0.00588451986973526,0.00937141256411658,0.0121151582407215,0.0215084096563474,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GEO276861.png"
"6",6,"Brian Griese","00-0006423","QB","DEN",1999,425,0.00552534210684754,0.00884728158858592,0.0119991342844935,0.0208788246460118,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GRI028314.png"
"7",7,"Drew Bledsoe","00-0001361","QB","NE",1999,510,0.00553001670431701,0.00819262018531434,0.0115411823709556,0.0197574935031345,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BLE195074.png"
"8",8,"Mark Brunell","00-0002110","QB","JAX",1999,475,0.00402805592625797,0.00662200083353262,0.0110371472155998,0.0176679785015468,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRU575022.png"
"9",9,"Peyton Manning","00-0010346","QB","IND",1999,566,0.00400728387650838,0.00654676808164596,0.0103634428191178,0.0169271159752075,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MAN515097.png"
"10",10,"Jay Fiedler","00-0005180","QB","JAX",1999,101,0.00389492970837374,0.00649915319395704,0.0125750467473335,0.019073706542989,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FIE053391.png"
"11",11,"Jeff Blake","00-0001335","QB","CIN",1999,371,0.00399263202259309,0.00639506871580744,0.0117960480434606,0.0182086344540412,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BLA575324.png"
"12",12,"Kerry Collins","00-0003292","QB","NYG",1999,312,0.00183937442575272,0.0044091641296099,0.0109175472242917,0.015336372807328,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/COL620367.png"
"13",13,"Jim Miller","00-0011276","QB","CHI",1999,172,0.00177466695605801,0.00412157587690018,0.0118095803211659,0.0159451967002413,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MIL305724.png"
"14",14,"Jon Kitna","00-0009311","QB","SEA",1999,497,0.00196126209738411,0.00366437439971369,0.00978241617722526,0.0134550910715659,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/KIT155733.png"
"15",15,"Randall Cunningham","00-0003761","QB","MIN",1999,190,0.00134948142734094,0.00332543249002808,0.0113295547616744,0.0146622997351431,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CUN664464.png"
"16",16,"Mike Tomczak","00-0016538","QB","PIT",1999,244,0.00130586029880529,0.00322847968247759,0.0115815540959215,0.0148201867196899,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/TOM553720.png"
"17",17,"Trent Dilfer","00-0004293","QB","TB",1999,238,0.00150057072343857,0.00311354150346706,0.0114344804218981,0.0145605350724149,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DIL049692.png"
"18",18,"Rob Johnson","00-0008612","QB","BUF",1999,56,0.00127832665698872,0.00310681533603634,0.0116139321135043,0.0147261093127604,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JOH625847.png"
"19",19,"Moses Moreno","00-0011640","QB","SD",1999,7,0.00024921438564407,0.00303328632249085,0.0117867301227029,0.0148272013146371,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MOR121071.png"
"20",20,"Brad Johnson","00-0008442","QB","WAS",1999,556,0.00118329214505311,0.00299672958123601,0.0105155683767379,0.0135202454696565,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JOH322990.png"
"21",21,"Shane Matthews","00-0010560","QB","CHI",1999,266,0.00131410644933384,0.00299208893845788,0.011027935492455,0.0140306478236884,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MAT575349.png"
"22",22,"Brett Favre","00-0005106","QB","GB",1999,567,0.00153053590321524,0.00297590284587345,0.0109268432784741,0.0139103545690781,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FAV540222.png"
"23",23,"Jeff Garcia","00-0005755","QB","SF",1999,355,0.00149038566615159,0.00249179969221915,0.010222757482337,0.0127187344047177,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GAR101861.png"
"24",24,"Chris Chandler","00-0002876","QB","ATL",1999,292,0.000985628710817099,0.00243512232908236,0.0105838718969526,0.0130242304962641,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CHA222838.png"
"25",25,"Dan Marino","00-0010379","QB","MIA",1999,405,0.00137645225945842,0.0023426199650221,0.0108428874428501,0.0131927876793515,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MAR149079.png"
"26",26,"Chris Miller","00-0011244","QB","DEN",1999,78,0.000301708515327465,0.0021453631640783,0.0123074548475171,0.0144618320272175,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MIL180906.png"
"27",27,"Joe Germaine","00-0005902","QB","STL",1999,15,0.000666683960289756,0.00209938944271595,0.0120229715703193,0.0141234297424551,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GER485598.png"
"28",28,"Doug Flutie","00-0005363","QB","BUF",1999,462,0.000759546367037327,0.00198022993155252,0.0105229468010995,0.0125096547589979,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FLU553722.png"
"29",29,"Scott Zolak","00-0018518","QB","MIA",1999,3,-0.000150316560229347,0.00189802789039397,0.0117734657520911,0.0136838889915302,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ZOL031944.png"
"30",30,"Kent Graham","00-0006212","QB","NYG",1999,263,-1.28762826226953e-06,0.00173771628134772,0.0111071414852276,0.012848281140593,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GRA207625.png"
"31",31,"Danny Kanell","00-0009007","QB","ATL",1999,75,0.000749804756176905,0.00167934538831718,0.0119478719965357,0.0136344958700121,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/KAN382648.png"
"32",32,"Pete Gonzalez","00-0006100","QB","PIT",1999,1,8.89069257660191e-05,0.00155722563000349,0.0117068092676295,0.0132851617337223,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GON721674.png"
"33",33,"Vinny Testaverde","00-0016193","QB","NYJ",1999,14,0.000238765504707912,0.00155221334878529,0.011427566473666,0.0129799457909867,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/TES415290.png"
"34",34,"Gus Frerotte","00-0005589","QB","DET",1999,306,0.00109108106464257,0.00153154287431988,0.0113089182650168,0.0128443430727663,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FRE682395.png"
"35",35,"Warren Moon","00-0011524","QB","KC",1999,2,-5.97990289442629e-05,0.00133126225396518,0.0126960699886093,0.0140332051902431,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MOO057675.png"
"36",36,"Rodney Peete","00-0012732","QB","WAS",1999,16,-2.29562325915027e-05,0.000581835746157142,0.0116972054572186,0.0122821012941643,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PEE498348.png"
"37",37,"Ray Lucas","00-0010137","QB","NYJ",1999,261,2.59280116620044e-05,0.00057453619300039,0.0103222027572077,0.0108954440930666,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LUC107404.png"
"38",38,"Paul Justin","00-0008970","QB","STL",1999,14,-0.000184752221856405,0.000545786944590775,0.0119590536238809,0.0125024628429127,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JUS640238.png"
"39",39,"Neil O'Donnell","00-0012261","QB","TEN",1999,193,5.93722849627091e-05,0.000382717171332757,0.0106991832485892,0.0110827436568735,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ODO638910.png"
"40",40,"Bubby Brister","00-0001785","QB","DEN",1999,19,-0.000366425274995033,0.000294428717111243,0.0121989354573792,0.0124931020908998,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRI521505.png"
"41",41,"Bobby Hoying","00-0007832","QB","OAK",1999,5,-0.000213346728008312,0.00029313936773554,0.0128588656208381,0.0131540684481132,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HOY495941.png"
"42",42,"Glenn Foley","00-0005379","QB","SEA",1999,30,-0.000259895757922166,0.000248140391598521,0.0121113638327743,0.0123605420547405,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FOL095836.png"
"43",43,"Jim Harbaugh","00-0006808","QB","SD",1999,405,-0.000276025250568146,0.000130421795667979,0.0107608179843742,0.0108898645215299,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAR004303.png"
"44",44,"Tony Graziani","00-0006299","QB","ATL",1999,110,-9.57933290443923e-05,-1.53171865266492e-05,0.0116594140505925,0.0116423287031395,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GRA827270.png"
"45",45,"Steve Walsh","00-0017121","QB","IND",1999,10,-0.000414369874558518,-0.00017018651373053,0.0122924014598609,0.0121199421541223,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WAL606936.png"
"46",46,"Jake Delhomme","00-0004161","QB","NO",1999,70,-0.00037442855318553,-0.000297073155514094,0.0117346105153928,0.011436419837021,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DEL367367.png"
"47",47,"Jeff Lewis","00-0009868","QB","CAR",1999,3,-0.00033787836332468,-0.000353228043948513,0.0113463012415317,0.0109900966303434,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LEW374177.png"
"48",48,"Charlie Batch","00-0000865","QB","DET",1999,259,-0.000413376516772985,-0.00044059943887795,0.0102409184039047,0.00979794130324169,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BAT039161.png"
"49",49,"Steve McNair","00-0011024","QB","TEN",1999,423,-0.000458824325333103,-0.000467647157767801,0.0100452920052215,0.00957465540980611,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MCN033803.png"
"50",50,"Steve Bono","00-0001471","QB","CAR",1999,1,-3.17413503553854e-05,-0.000538537357657631,0.0125836423152678,0.0120407201274591,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BON702801.png"
"51",51,"Billy Joe Tolliver","00-0016534","QB","NO",1999,252,-0.000620971619597221,-0.00072781508980878,0.0108828842404461,0.0101491473231276,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/TOL755070.png"
"52",52,"Damon Huard","00-0007835","QB","MIA",1999,220,-0.00115671655472282,-0.00119773188821533,0.0102921811921882,0.00908775856085695,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HUA264861.png"
"53",53,"Chris Greisen","00-0006410","QB","ARI",1999,5,-0.000418981402808194,-0.00129573223311512,0.0115690346373434,0.0102677163108487,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GRE805046.png"
"54",54,"Alex Van Pelt","00-0016838","QB","BUF",1999,1,-0.00050318598252147,-0.00130319411130636,0.0123069213710678,0.0109946786191441,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/VAN706388.png"
"55",55,"Akili Smith","00-0015082","QB","CIN",1999,139,-0.00105835614587298,-0.00137230567435544,0.011292460278935,0.00991508726136795,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SMI448920.png"
"56",56,"Cade McNown","00-0011044","QB","CHI",1999,219,-0.00136703653148582,-0.00143926394364362,0.0105083285535169,0.00906320152739883,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MCN774854.png"
"57",57,"Eric Zeier","00-0018483","QB","TB",1999,49,-0.000783917322527728,-0.00160934050223319,0.0107505922989836,0.00913557331158106,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ZEI177981.png"
"58",58,"Matt Hasselbeck","00-0007091","QB","GB",1999,8,-0.000677475154192211,-0.00192106406743779,0.0109761949223163,0.00903927678978035,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAS536799.png"
"59",59,"Ty Detmer","00-0004230","QB","CLE",1999,86,-0.00125165419261501,-0.0022305683276201,0.0114367993285616,0.00919393114489034,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DET313774.png"
"60",60,"Scott Covington","00-0003557","QB","CIN",1999,4,-0.000750221946116944,-0.0022907484127799,0.0123315261479218,0.0100324179830679,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/COV562272.png"
"61",61,"Erik Kramer","00-0009451","QB","SD",1999,137,-0.00182994114780613,-0.00267932897477502,0.0119006181762578,0.00920798417962046,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/KRA503380.png"
"62",62,"Doug Pederson","00-0012726","QB","PHI",1999,216,-0.00159160302746241,-0.0033058398406347,0.0109829754975044,0.00766157644896673,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PED543972.png"
"63",63,"Scott Mitchell","00-0011434","QB","BAL",1999,16,-0.00171095225799535,-0.00336588907021771,0.0114871773009292,0.00809768141794399,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MIT766982.png"
"64",64,"Koy Detmer","00-0004229","QB","PHI",1999,26,-0.00161690405520217,-0.00351291585781691,0.0119671869742471,0.00843407487284502,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DET302524.png"
"65",65,"Billy Joe Hobert","00-0007530","QB","NO",1999,155,-0.00195026291483956,-0.00357587244826544,0.0112963185776285,0.00770569223843793,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HOB523265.png"
"66",66,"Troy Aikman","00-0000104","QB","DAL",1999,467,-0.00271207860209139,-0.00370140729883675,0.00979875979741519,0.00608082229023598,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/AIK553722.png"
"67",67,"Steve Young","00-0018441","QB","SF",1999,80,-0.00283574529918477,-0.00397898612859813,0.0124964402051265,0.00850396408144153,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/YOU299670.png"
"68",68,"Danny Wuerffel","00-0018333","QB","NO",1999,44,-0.00330013436655855,-0.00402146713613285,0.0118732948555254,0.00782736813600973,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WUE563610.png"
"69",69,"Kordell Stewart","00-0015700","QB","PIT",1999,269,-0.00369633076213556,-0.00425029789134904,0.0116423556757889,0.00737782190309071,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/STE777062.png"
"70",70,"Tony Banks","00-0000722","QB","BAL",1999,310,-0.00275338028705611,-0.00455588415275245,0.010807766754154,0.00623233102355123,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BAN403290.png"
"71",71,"Shaun King","00-0009266","QB","TB",1999,197,-0.00301737166556324,-0.00462678950415302,0.0114232581308527,0.00677328399810487,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/KIN631882.png"
"72",72,"Jake Plummer","00-0013042","QB","ARI",1999,362,-0.0024916887680499,-0.004758142537145,0.0117936481162276,0.00701254099853621,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PLU243945.png"
"73",73,"Jason Garrett","00-0005794","QB","DAL",1999,59,-0.00427726600615308,-0.00489390199731065,0.0115577831034426,0.00664079484983041,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GAR446623.png"
"74",74,"Rick Mirer","00-0011378","QB","NYJ",1999,164,-0.0049029186861764,-0.0052732341171978,0.0118500165193673,0.00654912417057998,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MIR519112.png"
"75",75,"Dave Brown","00-0001907","QB","ARI",1999,159,-0.00554454621360218,-0.00704881141542459,0.0131706605470146,0.0060806053472894,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRO381657.png"
"76",76,"Tim Couch","00-0003535","QB","CLE",1999,381,-0.00563115442352642,-0.00792690905908172,0.0116514849631551,0.00367991273473831,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/COU041732.png"
"77",77,"Steve Stenstrom","00-0015627","QB","SF",1999,94,-0.00632556922941112,-0.00826191424954833,0.0130365512124359,0.00473552724999617,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/STE335049.png"
"78",78,"Stoney Case","00-0002787","QB","BAL",1999,158,-0.00834243053533548,-0.00888298461644934,0.0144597283281151,0.00551624234049212,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CAS138429.png"
"79",79,"Donovan McNabb","00-0011022","QB","PHI",1999,210,-0.0142576278560979,-0.0157951259315931,0.0195976167035951,0.00367279454715876,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MCN017517.png"
"80",1,"Kurt Warner","00-0017200","QB","STL",2000,379,0.0430088036126786,0.0446998884294716,0.0274279744269268,0.0719700060312111,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WAR492511.png"
"81",2,"Daunte Culpepper","00-0003739","QB","MIN",2000,515,0.0402875233965928,0.0425021653697987,0.0249537871656325,0.0675066490803017,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CUL586056.png"
"82",3,"Peyton Manning","00-0010346","QB","IND",2000,587,0.0352290971471961,0.0360736185851965,0.0243017805923547,0.0604751738266103,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MAN515097.png"
"83",4,"Brian Griese","00-0006423","QB","DEN",2000,318,0.0335300079384292,0.0348382342159014,0.0262091146342204,0.0610166025741029,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GRI028314.png"
"84",5,"Rob Johnson","00-0008612","QB","BUF",2000,272,0.0284842056113713,0.0314805730593901,0.0256433579270993,0.0572651502116367,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JOH625847.png"
"85",6,"Mark Brunell","00-0002110","QB","JAX",2000,496,0.0287113284568858,0.0301238624599765,0.0230890618802609,0.053255084854016,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRU575022.png"
"86",7,"Steve Beuerlein","00-0001218","QB","CAR",2000,515,0.0281107129528861,0.0293792450084339,0.0220554833822552,0.0514253935748117,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BEU207645.png"
"87",8,"Rich Gannon","00-0005741","QB","OAK",2000,496,0.0216990511931107,0.021963917207507,0.0220376592255404,0.0440804708293539,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GAN296635.png"
"88",9,"Jeff Blake","00-0001335","QB","NO",2000,289,0.0190042975734163,0.0216875188348158,0.0243752364183169,0.0461393340570969,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BLA575324.png"
"89",10,"Brad Johnson","00-0008442","QB","WAS",2000,349,0.0160929456954273,0.0180734074180818,0.0227175618884021,0.0409116497429269,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JOH322990.png"
"90",11,"Elvis Grbac","00-0006300","QB","KC",2000,495,0.0174703005952074,0.0179175983942788,0.022656557357273,0.0406255978730049,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GRB059326.png"
"91",12,"Troy Aikman","00-0000104","QB","DAL",2000,251,0.0151348653646745,0.0166305992964577,0.0240373745102674,0.0407633424104457,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/AIK553722.png"
"92",13,"Jeff George","00-0005885","QB","WAS",2000,187,0.0128775962935679,0.0145510126456622,0.0233566594735202,0.0379809695680321,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GEO276861.png"
"93",14,"Jamie Martin","00-0010455","QB","JAX",2000,32,0.013784984116764,0.0143883372432105,0.0270278705823263,0.0414784898951524,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MAR642459.png"
"94",15,"Jon Kitna","00-0009311","QB","SEA",2000,404,0.0123219697945479,0.0125194632387763,0.0212976904519104,0.0338667083987347,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/KIT155733.png"
"95",16,"Jeff Garcia","00-0005755","QB","SF",2000,534,0.0104227748368372,0.0120760475705386,0.0205347564158872,0.0326434237889335,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GAR101861.png"
"96",17,"Jim Harbaugh","00-0006808","QB","SD",2000,192,0.00930954431641881,0.0105693936684921,0.0226797843871237,0.0333163868355715,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAR004303.png"
"97",18,"Kerry Collins","00-0003292","QB","NYG",2000,600,0.0101519933830361,0.0104418887217198,0.0190519541734532,0.0295352305905921,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/COL620367.png"
"98",19,"Kordell Stewart","00-0015700","QB","PIT",2000,278,0.0100429627033008,0.00948268386820311,0.0197143598557838,0.0292640138376472,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/STE777062.png"
"99",20,"Trent Green","00-0006355","QB","STL",2000,234,0.00723559634447871,0.00921736225328177,0.025344878698142,0.0345890444146986,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GRE367521.png"
"100",21,"Drew Bledsoe","00-0001361","QB","NE",2000,507,0.00764471676571321,0.00827676848285327,0.0208323264951733,0.0291452356662568,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BLE195074.png"
"101",22,"Neil O'Donnell","00-0012261","QB","TEN",2000,64,0.00650664826691496,0.0076046939510276,0.0266224322517795,0.0342922702629823,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ODO638910.png"
"102",23,"Chris Chandler","00-0002876","QB","ATL",2000,318,0.0054917540983141,0.00649144117838972,0.0225967055327254,0.0291278993494843,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CHA222838.png"
"103",24,"Chris Greisen","00-0006410","QB","ARI",2000,10,0.0056144361060142,0.00532508198881843,0.0280405432752125,0.0333922568910118,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GRE805046.png"
"104",25,"Shane Matthews","00-0010560","QB","CHI",2000,166,0.00415323903785115,0.00503490752731608,0.0240569539208745,0.029135279073691,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MAT575349.png"
"105",26,"Ray Lucas","00-0010137","QB","NYJ",2000,39,0.00534202598919307,0.00479277330310125,0.0266669288380544,0.0315078074390376,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/LUC107404.png"
"106",27,"Steve McNair","00-0011024","QB","TEN",2000,427,0.00229625308462961,0.00372792856920565,0.0199708591044523,0.0237187921497708,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MCN033803.png"
"107",28,"Trent Dilfer","00-0004293","QB","BAL",2000,288,0.00219611725069464,0.0031486811701327,0.0219505384976765,0.0251198581004439,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DIL049692.png"
"108",29,"Jay Fiedler","00-0005180","QB","MIA",2000,394,0.0011289721309956,0.00304145430250421,0.0206275328685263,0.0236859363679845,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FIE053391.png"
"109",30,"Doug Flutie","00-0005363","QB","BUF",2000,212,0.000849894167528677,0.00230313877492495,0.0217281508645566,0.0240375318965515,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FLU553722.png"
"110",31,"Jason Garrett","00-0005794","QB","NYG",2000,1,0.00048025023766407,0.00179714801758657,0.0289132925614032,0.0307021989846882,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/GAR446623.png"
"111",32,"Alex Van Pelt","00-0016838","QB","BUF",2000,7,0.000399206969450362,0.00158612991463798,0.0278897275565091,0.029494313019817,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/VAN706388.png"
"112",33,"Vinny Testaverde","00-0016193","QB","NYJ",2000,569,0.00164180815772505,0.00146227069670974,0.0185760161863976,0.0200470158947558,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/TES415290.png"
"113",34,"Gus Frerotte","00-0005589","QB","DEN",2000,252,0.000834408693864486,0.000252154177427576,0.0235408687459953,0.0237917280892189,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FRE682395.png"
"114",35,"Doug Johnson","00-0019087","QB","ATL",2000,64,-0.0024978644404776,0.000227628001627137,0.0263814523204206,0.0266119822297233,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JOH211886.png"
"115",36,"Jarious Jackson","00-0019682","QB","DEN",2000,9,-0.000547289877117305,1.41352843648048e-05,0.0273197375827925,0.0273341305939096,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JAC230214.png"
"116",37,"Shaun King","00-0009266","QB","TB",2000,444,-0.000476128626211374,-0.000162114473662816,0.0209987035071042,0.0208346435472039,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/KIN631882.png"
"117",38,"Travis Brown","00-0019192","QB","SEA",2000,1,-0.00164536955244987,-0.000547632061600523,0.0295769780874719,0.0290256380128785,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRO738990.png"
"118",39,"Dave Brown","00-0001907","QB","ARI",2000,64,-0.000570422292320619,-0.000675150867836182,0.0253244716820453,0.0246405585645745,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BRO381657.png"
"119",40,"Todd Husak","00-0019622","QB","WAS",2000,2,-0.00376813744879692,-0.00104511138225155,0.0285108854232913,0.0274558661637413,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HUS026050.png"
"120",41,"Eric Zeier","00-0018483","QB","TB",2000,3,-0.00134152451552322,-0.00115400900247766,0.027804508667849,0.0266559386213942,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/ZEI177981.png"
"121",42,"Tim Rattay","00-0019623","QB","SF",2000,1,-0.00212850304431295,-0.00171618004074209,0.0313243632357021,0.0295741683716321,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/RAT659964.png"
"122",43,"Chad Pennington","00-0019559","QB","NYJ",2000,4,-0.00343304482067359,-0.00198506132478141,0.0288321087520665,0.0268432323124598,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PEN375096.png"
"123",44,"Koy Detmer","00-0004229","QB","PHI",2000,1,0.000234901773287721,-0.00244475916621117,0.0269032282813681,0.0244403378233049,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/DET302524.png"
"124",45,"Mark Hartsell","00-0007059","QB","CHI",2000,1,-0.00103060531939397,-0.00269396975315173,0.0285155578104035,0.025784212978512,"http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/HAR745279.png"
